Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Win Method,Event Name,Event Location,Event Date
"Virna Jandiroba","0","27","3","0","Women'sStrawweight","U-DEC","UFC 288: Sterling vs. Cejudo","Newark, New Jersey, USA","May 06, 2023"
"Marina Rodriguez","0","33","0","0","Women'sStrawweight","Lost","UFC 288: Sterling vs. Cejudo","Newark, New Jersey, USA","May 06, 2023"
"Parker Porter","0","25","0","0","Heavyweight","KO/TKOPunches","UFC 288: Sterling vs. Cejudo","Newark, New Jersey, USA","May 06, 2023"
"Braxton Smith","0","14","0","0","Heavyweight","Lost","UFC 288: Sterling vs. Cejudo","Newark, New Jersey, USA","May 06, 2023"
"Ikram Aliskerov","1","20","0","0","Middleweight","KO/TKOPunches","UFC 288: Sterling vs. Cejudo","Newark, New Jersey, USA","May 06, 2023"
"Phil Hawes","0","17","0","0","Middleweight","Lost","UFC 288: Sterling vs. Cejudo","Newark, New Jersey, USA","May 06, 2023"
"Claudio Ribeiro","1","37","1","0","Middleweight","KO/TKOPunches","UFC 288: Sterling vs. Cejudo","Newark, New Jersey, USA","May 06, 2023"
"Joseph Holmes","0","17","1","0","Middleweight","Lost","UFC 288: Sterling vs. Cejudo","Newark, New Jersey, USA","May 06, 2023"
"Song Yadong","2","105","0","0","Bantamweight","KO/TKOPunch","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Ricky Simon","0","60","2","0","Bantamweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Caio Borralho","0","34","3","1","Middleweight","SUBRearNakedChoke","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Michal Oleksiejczuk","0","30","0","0","Middleweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Rodolfo Vieira","0","10","1","2","Middleweight","SUBArmTriangle","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Cody Brundage","1","20","0","1","Middleweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Fernando Padilla","1","20","0","0","Featherweight","KO/TKOPunches","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Julian Erosa","0","15","0","0","Featherweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Marcos Rogerio","0","59","3","0","Heavyweight","U-DEC","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Waldo Cortes-Acosta","0","82","0","0","Heavyweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Trey Waters","0","104","1","0","Welterweight","U-DEC","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Josh Quinlan","0","50","1","0","Welterweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Martin Buday","0","98","0","0","Heavyweight","U-DEC","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Jake Collier","0","94","0","0","Heavyweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Cody Durden","0","56","11","0","Flyweight","U-DEC","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Charles Johnson","0","52","0","1","Flyweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Irina Alekseeva","0","18","0","1","Women'sBantamweight","SUBKneebar","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Stephanie Egger","0","9","0","0","Women'sBantamweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Marcus McGhee","1","25","0","1","CatchWeight","SUBRearNakedChoke","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Journey Newson","0","13","0","0","CatchWeight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Jamey-Lyn Horth","0","76","0","0","Women'sBantamweight","U-DEC","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Hailey Cowan","0","63","2","0","Women'sBantamweight","Lost","UFC Fight Night: Song vs. Simon","Las Vegas, Nevada, USA","April 29, 2023"
"Sergei Pavlovich","1","36","0","0","Heavyweight","KO/TKOPunches","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Curtis Blaydes","0","14","0","0","Heavyweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Bruno Silva","1","23","0","0","Middleweight","KO/TKOPunch","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Brad Tavares","0","15","0","0","Middleweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Bobby Green","0","23","0","0","Lightweight","CNC","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Jared Gordon","0","17","0","0","Lightweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Iasmin Lucindo","0","53","4","0","Women'sFlyweight","U-DEC","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Brogan Walker","0","29","0","0","Women'sFlyweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Jeremiah Wells","0","36","6","0","Welterweight","S-DEC","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Matthew Semelsberger","2","20","0","0","Welterweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Christos Giagos","1","9","0","0","Lightweight","KO/TKOPunch","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Ricky Glenn","0","2","0","0","Lightweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Montel Jackson","1","9","0","0","Bantamweight","KO/TKOPunch","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Rani Yahya","0","7","0","0","Bantamweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Norma Dumont","0","35","1","0","Women'sFeatherweight","U-DEC","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Karol Rosa","1","33","0","0","Women'sFeatherweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Mohammed Usman","0","7","2","0","Heavyweight","U-DEC","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Junior Tafa","0","22","0","0","Heavyweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"William Gomis","0","27","0","0","Featherweight","S-DEC","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Francis Marshall","0","15","2","2","Featherweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Brady Hiestand","0","45","3","0","Bantamweight","KO/TKOPunches","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Batgerel Danaa","1","41","1","0","Bantamweight","Lost","UFC Fight Night: Pavlovich vs. Blaydes","Las Vegas, Nevada, USA","April 22, 2023"
"Max Holloway","0","147","0","0","Featherweight","U-DEC","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Arnold Allen","0","76","0","0","Featherweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Edson Barboza","1","21","0","0","Featherweight","KO/TKOKnee","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Billy Quarantillo","0","19","0","0","Featherweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Azamat Murzakanov","1","67","1","0","LightHeavyweight","U-DEC","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Dustin Jacoby","0","64","1","0","LightHeavyweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Ion Cutelaba","0","30","1","0","LightHeavyweight","KO/TKOPunches","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Tanner Boser","0","5","0","0","LightHeavyweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Pedro Munhoz","1","60","0","0","Bantamweight","U-DEC","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Chris Gutierrez","0","77","0","0","Bantamweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Rafa Garcia","0","141","0","0","Lightweight","U-DEC","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Clay Guida","0","63","0","0","Lightweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Bill Algeo","1","64","1","1","Featherweight","SUBRearNakedChoke","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"TJ Brown","0","46","1","0","Featherweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Brandon Royval","1","13","0","0","Flyweight","KO/TKOKnee","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Matheus Nicolau","0","2","0","0","Flyweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Zak Cummings","3","100","0","0","LightHeavyweight","KO/TKOPunches","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Ed Herman","0","54","0","0","LightHeavyweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Gillian Robertson","0","26","2","1","Women'sStrawweight","SUBArmbar","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Piera Rodriguez","0","12","1","0","Women'sStrawweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Daniel Zellhuber","1","78","0","0","Lightweight","U-DEC","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Lando Vannata","0","51","0","0","Lightweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Denise Gomes","1","54","3","0","Women'sStrawweight","KO/TKOPunches","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Bruna Brasil","0","15","0","0","Women'sStrawweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Gaston Bolanos","0","63","0","0","Bantamweight","U-DEC","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Aaron Phillips","0","17","3","1","Bantamweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Joselyne Edwards","0","56","0","0","Women'sBantamweight","S-DEC","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Lucie Pudilova","0","39","2","0","Women'sBantamweight","Lost","UFC Fight Night: Holloway vs. Allen","Kansas City, Missouri, USA","April 15, 2023"
"Israel Adesanya","1","41","0","0","Middleweight","KO/TKOPunch","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Alex Pereira","0","49","0","0","Middleweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Gilbert Burns","0","42","4","0","Welterweight","U-DEC","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Jorge Masvidal","0","39","0","0","Welterweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Rob Font","1","33","0","0","Bantamweight","KO/TKOPunch","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Adrian Yanez","0","25","0","0","Bantamweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Kevin Holland","1","66","0","0","Welterweight","KO/TKOPunch","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Santiago Ponzinibbio","0","44","0","0","Welterweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Christian Rodriguez","0","29","1","0","Bantamweight","U-DEC","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Rosas Jr.","0","2","3","1","Bantamweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Kelvin Gastelum","0","83","0","0","Middleweight","U-DEC","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Chris Curtis","0","70","0","0","Middleweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Luana Pinheiro","0","44","0","0","Women'sStrawweight","S-DEC","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Michelle Waterson-Gomez","0","61","1","0","Women'sStrawweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Joe Pyfer","0","14","0","0","Middleweight","KO/TKOPunches","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Gerald Meerschaert","0","10","0","0","Middleweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Loopy Godinez","0","87","0","0","Women'sStrawweight","S-DEC","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Cynthia Calvillo","0","104","1","0","Women'sStrawweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Ignacio Bahamondes","0","99","0","0","CatchWeight","U-DEC","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Trey Ogden","0","42","0","0","CatchWeight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Steve Garcia","1","17","0","0","Featherweight","KO/TKOPunch","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Shayilan Nuerdanbieke","1","18","1","0","Featherweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Sam Hughes","0","46","1","0","Women'sStrawweight","U-DEC","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Jaqueline Amorim","0","12","2","3","Women'sStrawweight","Lost","UFC 287: Pereira vs. Adesanya 2","Miami, Florida, USA","April 08, 2023"
"Cory Sandhagen","0","128","3","0","Bantamweight","S-DEC","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Marlon Vera","0","58","0","1","Bantamweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Holly Holm","0","32","4","0","Women'sBantamweight","U-DEC","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Yana Santos","0","21","0","0","Women'sBantamweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Nate Landwehr","0","64","1","1","Featherweight","SUBRearNakedChoke","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Austin Lingo","0","48","0","0","Featherweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Maycee Barber","0","48","2","0","Women'sFlyweight","S-DEC","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Andrea Lee","0","39","5","0","Women'sFlyweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Albert Duraev","0","45","2","0","Middleweight","S-DEC","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Chidi Njokuani","0","40","0","0","Middleweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Daniel Pineda","1","24","1","2","Featherweight","SUBGuillotineChoke","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Tucker Lutz","0","28","0","0","Featherweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Lucas Alexander","1","85","0","0","Featherweight","U-DEC","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Steven Peterson","0","26","0","0","Featherweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Trevin Giles","0","55","0","0","Welterweight","S-DEC","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Preston Parsons","0","42","3","3","Welterweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"CJ Vergara","0","83","0","1","Flyweight","KO/TKOElbows","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Daniel Lacerda","2","48","1","2","Flyweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Victor Altamirano","0","62","3","0","Flyweight","U-DEC","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Vinicius Salvador","0","47","1","0","Flyweight","Lost","UFC Fight Night: Vera vs. Sandhagen","San Antonio, Texas, USA","March 25, 2023"
"Leon Edwards","0","120","0","0","Welterweight","M-DEC","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Kamaru Usman","0","87","4","0","Welterweight","Lost","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Justin Gaethje","0","103","1","0","Lightweight","M-DEC","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Rafael Fiziev","0","97","0","0","Lightweight","Lost","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Gunnar Nelson","0","10","1","1","Welterweight","SUBArmbar","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Bryan Barberena","0","7","0","0","Welterweight","Lost","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Jennifer Maia","0","145","0","0","Women'sFlyweight","U-DEC","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Casey O'Neill","0","137","0","0","Women'sFlyweight","Lost","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Marvin Vettori","0","106","0","0","Middleweight","U-DEC","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Roman Dolidze","0","71","0","0","Middleweight","Lost","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Jack Shore","0","28","1","1","Featherweight","SUBRearNakedChoke","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Makwan Amirkhani","0","10","1","0","Featherweight","Lost","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Chris Duncan","0","53","5","0","Lightweight","S-DEC","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Omar Morales","0","47","0","0","Lightweight","Lost","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
"Yanal Ashmouz","0","15","1","0","Lightweight","KO/TKOPunches","UFC 286: Edwards vs. Usman 3","London, England, United Kingdom","March 18, 2023"
